text,labels
"Before you go on, we",1
and so when you start,1
uh-huh.,0
certainly it would seem to,1
indeed Oh my god,0
that's the only way that,1
a with a certain style,1
seven percent or something it,1
[laughter] jeez [laughter],1
oh that's wonderful,1
so yeah i do i,1
you know the law now,1
yeah i've seen that that's,1
it's just you know judging,1
things that invade that second,1
i,1
yeah i had uh i,1
quite a quite a world,1
right yeah because_1 we don't,1
[noise] people that are uh,1
i've never even bought a,1
uh decided that uh during,1
i'm not sure,1
hi um yeah i'd like,1
but uh were going to,1
"Actually, that’s not how I",1
does your work entitle uh,1
okay um well i've lived,1
wow Okay,0
"Oh, I see",0
mm-hm.,0
looked like antlers i don't,1
[laughter-do] [laughter-you] believe that,1
they're voice activated and you've,1
they think it's ridiculous to,1
well the class[ic]- the other,1
and they tried flushing it,1
hm.,0
huh uh-huh,0
well i don't know wh[at]-,1
but uh i wouldn't be,1
so you know well a,1
um on occasion on occasion,1
uh-huh yeah,0
uh which is a matter,1
totally.,0
indeed Uh yeah,0
and uh they used the,1
i remember i saw him,1
uh-huh.,0
and then,1
What if we consider it,1
you know perhaps if we,1
go on.,0
that's good to be in,1
have you done a lot,1
totally Interesting,0
yeah was it,0
yeah who no i don't,1
really good piece of work,1
totally.,0
uh well like one week,1
so my immediate reaction was,1
yeah i[s]- there is a,1
and i think that's what,1
that he,1
[noise] i know i i,1
"That’s not what I meant,",1
but didn't they pass that,1
mm-hm.,0
oh that that's a remarkable,1
dress shorts,1
i'd be very very careful,1
uh-huh oh as long term,1
[laughter] shaking the scorpions out,1
have you seen Dancing with,1
i think that i think,1
Wild Thing do you remember,1
because i mean there are,1
no it uh it started,1
uh first thing we always,1
from from personal parties or,1
but uh next morning she,1
I don’t think that’s how,1
and uh the dog i,1
yes.,0
fourteen years that's pretty good,1
yes and yet even at,1
about_1 catching some disease,1
yeah real scruffy looking and,1
okay all right hey bye-bye,1
well right they destroyed it,1
true I agree,0
um true,0
well it's been nice talking,1
you know uh that way,1
because_1 i wouldn't want to,1
uh well actually you know,1
we were scared to buy,1
that would be an example,1
well i'm not really aware,1
well i um run a,1
well they i guess w[e]-,1
uh the question is did,1
well that's good,1
yes.,0
yes.,0
definitely Makes sense,0
that's my opinion on it,1
sure Sounds good,0
uh Got it,0
uh this is air side,1
i think your right,1
come home and get back,1
Let me interrupt you there,1
yeah right,0
oh i know i wish,1
the cream of the crop,1
money seems to be too,1
that nursing home life would,1
definitely No doubt,0
but i realized i have,1
and since then uh i've,1
you live in Virginia now,1
that is nice,1
well it's been nice talking,1
i let's see,1
very,1
which is totally legal but,1
true No doubt,0
May I interrupt for a,1
were very interested that to,1
that's a hard issue to,1
I got you.,0
and i thought yeah that,1
pluses and minuses because_1 uh,1
uh she'd rather sl[eep]- sleep,1
i'm not really into this,1
to be out of debt,1
oh it's it's real easy,1
people start paying attention to,1
no the first time i,1
totally Right,0
what do you think about,1
I see.,0
wow Got it,0
oh i do too just,1
i think it was the,1
could be i- i haven't,1
and sh[e]- you know we,1
but this uh bacteria had,1
it is well both of,1
sounds good.,0
and right from day one,1
we just bought our first,1
where are you,1
sure Oh wow,0
